price,address,bds,ba,sqft,image
"$169,900","309 Franklin Ln, Acworth, GA 30102",2,2.5,"1,331","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$475,000","913 Raven Point, Canton, GA 30114",5,4,"3,541","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$290,000","1579 Julius Bridge Rd, Ball Ground, GA 30107",--,--,--,N/A
"$288,000","713 Mulberry Cir, Woodstock, GA 30189",3,2,"1,638","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$560,998","4759 Blisston St #3, Marietta, GA 30066",4,4,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$604,900","111 Equest Dr, Canton, GA 30115",5,4,"4,300","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$239,900","235 Madison Ave, Acworth, GA 30102",3,3,"2,185",N/A
"$268,000","585 Ashland Pkwy, Woodstock, GA 30189",3,3,"1,798",https://photos.zillowstatic.com/p_e/IS7e68npj6nsvf1000000000.jpg
"$180,000","247 Waconda Ave, Canton, GA 30114",3,1,"1,144",https://photos.zillowstatic.com/p_e/ISnaivjrx3z3jd1000000000.jpg
"$190,000","1060 Inca Ln, Woodstock, GA 30188",5,3,"3,300",https://photos.zillowstatic.com/p_e/IS7monhsgmrdq91000000000.jpg
"$319,728","645 Little Bear Loop, Canton, GA 30114",3,3,"2,250",https://photos.zillowstatic.com/p_e/ISne1t10rufeis1000000000.jpg
"$228,000","1840 Pickens St, Ball Ground, GA 30107",3,2,"1,349",N/A
"$290,000","1579 Julius Bridge Rd, Ball Ground, GA 30107",25.73,N/A,N/A,https://photos.zillowstatic.com/p_e/ISvwkybd6tv11u1000000000.jpg
"$237,900","109 Nelson Ridge Dr, Ball Ground, GA 30107",3,2,"1,609",https://photos.zillowstatic.com/p_e/IS7ypsb8gi3gn11000000000.jpg
"$435,000","134 Narrows Loop, Waleska, GA 30183",4,3,"1,800",https://photos.zillowstatic.com/p_e/ISvs9va4qr2zcj1000000000.jpg
"$290,000","1579 Julius Bridge Rd LOT 0, Ball Ground, GA 30107",25.73,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$515,000","655 Arnold Mill Rd, Woodstock, GA 30188",4,3,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$275,000","1054 Fieldstone Dr, Canton, GA 30114",4,3,"2,460","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$329,900","529 Wisteria Dr, Woodstock, GA 30188",5,3,"2,650","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$393,500","306 Vista Ct, Canton, GA 30114",5,4,"3,010","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$286,000","504 Oxeye Dr, Woodstock, GA 30188",4,3,"2,369","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$305,000","331 Parc Xing, Acworth, GA 30102",4,3,"2,836","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$243,000","305 White Marble Way, Ball Ground, GA 30107",3,2,"1,507","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$330,000","721 Rosedale Rd, Woodstock, GA 30189",4,3,"4,030","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$360,000","310 Valley Green Ct, Woodstock, GA 30189",4,3,"2,727","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$1.50M,"910 Accipter Way, Ball Ground, GA 30107",8,11,"14,706","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$261,000","110 Eagle Glen Dr, Woodstock, GA 30189",4,3,"1,631","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$321,000","192 S Village Ave, Canton, GA 30115",4,3,"2,602","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$293,000","520 Silver Maple Ln, Woodstock, GA 30189",4,3,"3,406","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$288,490","224 Lower Pheasant Ln, Woodstock, GA 30188",4,3,"1,858","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$265,000","104 Spring Way, Woodstock, GA 30189",4,2,"1,748","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$212,500","637 Spanish Oak Dr, Acworth, GA 30102",3,3,"1,360","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$310,000","4026 Watkins Glen Dr, Woodstock, GA 30189",4,4,"2,616","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$292,000","518 Crestmont Ln, Canton, GA 30114",4,3,"2,493","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$279,610","254 Augusta Walk, Canton, GA 30114",3,3,"2,256","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$411,142","106 High Mountain Trce, Canton, GA 30114",2,2,"1,782",N/A
"$380,000","115 Laurel Canyon Trl, Canton, GA 30114",4,2,"2,888",N/A
"$394,999","302 Misty Morning Cir, Canton, GA 30114",5,4,"2,776","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$295,000","312 Etowah Valley Trce, Woodstock, GA 30189",4,4,"2,482","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$105,000","520 Toonigh Rd LOT 0, Woodstock, GA 30188",2.33,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$230,000","100 Sweetgum Cir, Canton, GA 30115",3,2,"1,440","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$230,000","359 Hiawassee Dr, Woodstock, GA 30188",3,3,"1,320","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$390,000","619 Mcclure Dr, Cumming, GA 30028",3,3,"2,048","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$209,000","6256 New Mill Trl, Acworth, GA 30102",3,2,"2,718","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$105,000","520 Toonigh Rd, Woodstock, GA 30188",2,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$314,000","425 Olde Hickory Ct, Woodstock, GA 30188",--,--,--,N/A
"$251,000","231 Westwind Dr, Ball Ground, GA 30107",3,2,"1,688",https://photos.zillowstatic.com/p_e/ISvo6q1i3c056u1000000000.jpg
"$124,000","10491 Hickory Flat Hwy, Woodstock, GA 30188",4,3,"1,950",https://photos.zillowstatic.com/p_e/ISvgkznd2rowk11000000000.jpg
"$408,000","103 Olde Hickory Ct #2002, Woodstock, GA 30188",3,3,"2,900",https://photos.zillowstatic.com/p_e/IS3jza7tbk9nbl1000000000.jpg
$1.10M,"794 Old Lathemtown Rd, Canton, GA 30115",5,8,"8,000",https://photos.zillowstatic.com/p_e/ISbdok9jnocvj51000000000.jpg
"$175,000","306 2nd St, Woodstock, GA 30188",3,1,"1,406",https://photos.zillowstatic.com/p_e/ISuoq18a93137k1000000000.jpg
"$130,000","203 Traditions Dr, Alpharetta, GA 30004",1.05,N/A,N/A,https://photos.zillowstatic.com/p_e/ISfsqzrwhajt6e0000000000.jpg
"$130,000","203 Traditions Dr LOT 80, Alpharetta, GA 30004",1.05,N/A,N/A,https://photos.zillowstatic.com/p_e/ISf4gnssgxwuxm0000000000.jpg
"$451,000","1103 Bridge Mill Ave, Canton, GA 30114",5,5,"4,798",https://photos.zillowstatic.com/p_e/ISrl9bs3zj051p1000000000.jpg
"$345,950","338 Cherokee Station Cir #2102, Woodstock, GA 30188",3,3,"2,480",https://photos.zillowstatic.com/p_e/IS7umfgjysp4po1000000000.jpg
"$15,000","111 Creek Hollow Dr LOT 0, Woodstock, GA 30188",1.22,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$294,000","203 Elmbrook Ln, Canton, GA 30114",4,3,"2,092","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$244,000","3609 Broken Arrow Dr, Woodstock, GA 30189",3,2,"1,343","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$233,000","503 Stanford Pl, Woodstock, GA 30188",3,3,"1,286","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$254,900","5239 Ferry Creek Ln, Acworth, GA 30102",3,2,"1,352","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$360,000","149 Hale View Cir, Canton, GA 30114",4,4,"3,254","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$382,000","1080 Towne Lake Hls E, Woodstock, GA 30189",4,3,"3,363",N/A
"$351,040","336 Cherokee Station Cir #2103, Woodstock, GA 30188",3,3,"2,480","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$355,000","509 Rocking Porch Way, Woodstock, GA 30189",4,4,"2,422",N/A
"$234,000","2915 Cedar Mill Dr, Acworth, GA 30102",3,3,"1,748","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$260,135","169 Terrace Walk, Woodstock, GA 30189",3,3,"1,905","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$238,900","635 Driftwood Dr, Woodstock, GA 30189",3,2,"1,800","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$250,105","221 Royal Crescent Ter, Canton, GA 30115",3,3,"1,842",N/A
"$260,135","169 Terrace Walk #160, Woodstock, GA 30189",3,3,"1,905","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$363,000","2367 Henry Scott Rd, Ball Ground, GA 30107",4,4,"2,656","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$60,000","230 Pearidge Rd, Holly Springs, GA 30114",1.03,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$340,001","319 Spence Cir, Ball Ground, GA 30107",4,3,"3,278","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$655,590","435 Horizon Trl, Canton, GA 30114",4,4,"3,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$309,219","259 Augusta Walk, Canton, GA 30114",5,3,"2,837","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$257,500","175 Stoneforest Dr, Woodstock, GA 30189",3,4,"2,145","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$325,000","421 Blue Sky Cir, Acworth, GA 30102",4,3,"2,200","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$51,600","2875 Loring Rd NW, Woodstock, GA 30189",0.77,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$251,500","438 Mountain View Ln, Woodstock, GA 30188",3,3,"1,767","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$215,000","109 Finsbury Ln, Woodstock, GA 30188",3,3,"1,620","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$361,000","235 Cornerstone Dr, Woodstock, GA 30188",3,4,"2,837","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$273,000","211 Lantern Walk Dr, Ball Ground, GA 30107",--,--,--,N/A
"$305,000","4007 Bent Willow Ln, Woodstock, GA 30189",3,2,"2,270","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$132,000","121 Sharp Mountain Crk #22, Ball Ground, GA 30107",3.87,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$132,000","121 Sharp Mountain Crk, Ball Ground, GA 30107",3.87,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$295,000","807 Commons Ct, Woodstock, GA 30189",3,3,"2,626","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$250,000","212 Brookhaven Ct, Acworth, GA 30102",3,3,"1,802","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$250,000","212 Brookhaven Ct, Acworth, GA 30102",3,3,"1,802",https://photos.zillowstatic.com/p_e/IS76808vrjbsuu0000000000.jpg
"$295,000","807 Commons Ct, Woodstock, GA 30189",3,3,"2,626",https://photos.zillowstatic.com/p_e/ISv00h7nwxv70h0000000000.jpg
"$325,000","228 Sterling Brook Ln, Canton, GA 30114",4,3,"2,809",https://photos.zillowstatic.com/p_e/ISb5ak1zklvlo60000000000.jpg
"$240,000","181 Colemans Bluff Dr, Woodstock, GA 30188",3,2,"1,477",N/A
"$399,000","311 Melrose Cir, Woodstock, GA 30188",4,3,"3,609",https://photos.zillowstatic.com/p_e/ISvgw0lpi8igyr1000000000.jpg
"$250,000","265 Diamond Valley Pass, Canton, GA 30114",4,3,"1,948",https://photos.zillowstatic.com/p_e/ISfsqbpqgjezam1000000000.jpg
"$273,000","211 Lantern Walk Dr, Ball Ground, GA 30107",4,3,"2,127",https://photos.zillowstatic.com/p_e/ISrpgvjhkepumc1000000000.jpg
"$261,000","430 Citronelle Dr, Woodstock, GA 30188",3,3,"1,855",https://photos.zillowstatic.com/p_e/ISfwxn6njxc6gs0000000000.jpg
"$420,000","139 Millstone Way, Canton, GA 30115",5,5,"3,382",https://photos.zillowstatic.com/p_e/ISjr0y5gyjih300000000000.jpg
"$183,000","259 Fox Creek Blvd, Woodstock, GA 30188",2,2.5,"1,329","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$330,000","102 Creek Side Way, Ball Ground, GA 30107",3,3,"2,051","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$644,500","103 Robin Hl, Woodstock, GA 30188",4,4,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$385,000","7056 Hunters Rdg, Woodstock, GA 30189",4,4,"2,889","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$278,000","940 Sublime Trl, Canton, GA 30114",5,3,"3,059","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$83,000","202 Timber Wolf Trl, Cumming, GA 30028",4,5,"3,038","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$215,000","5180 Ridge Tarn, Acworth, GA 30102",3,3,"1,630","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$252,000","216 Woodcreek Way, Acworth, GA 30101",4,3,"3,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$371,472","202 Meadows Ct #31, Woodstock, GA 30189",4,3,"2,544","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$209,900","618 Sweet Bay Rdg, Woodstock, GA 30188",3,3,"1,671","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$280,000","113 Weatherstone Dr, Woodstock, GA 30188",3,3,"2,088","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$480,000","2516 E Cherokee Dr, Woodstock, GA 30188",4,4,"2,334","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$371,472","202 Meadows Ct, Woodstock, GA 30189",--,--,--,N/A
"$435,000","104 Linkside Ct, Woodstock, GA 30189",4,3,"3,698","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$511,900","130 Meadow Mill Rd, Woodstock, GA 30188",4,4,"2,800","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$335,000","740 Lorimore Pass, Canton, GA 30115",4,4,"2,899","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$640,000","918 Pine Cir, Woodstock, GA 30189",4,5,"3,344","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$465,850","200 Windflower Ct, Canton, GA 30115",4,4,"3,216","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$457,500","241 George Gray Ln, Waleska, GA 30183",5,3,"3,439","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$235,000","828 Riverstone Ln, Woodstock, GA 30188",4,3,"1,949","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$245,000","421 Village Vw, Woodstock, GA 30188",3,3,"1,266","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$249,900","262 Northridge Rd, Canton, GA 30107",4,2,"1,350","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$235,000","6924 Sky Lane Dr, Acworth, GA 30102",4,2,"2,300","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$170,000","230 Cottonwood Creek Cir, Canton, GA 30114",2,3,"1,397","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$110,000","5400 Kings Camp Rd Cabin 29b #29B, Acworth, GA 30101",1,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$275,000","223 Evergreen Trce, Canton, GA 30114",3,4,"2,508","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$336,630","215 Longleaf Ct, Canton, GA 30114",3,2,"1,682","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$310,000","1472 Johnson Brady Rd, Canton, GA 30115",3,3,"1,822","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$365,000","630 Georgia Way, Woodstock, GA 30188",5,6,"4,481","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$276,900","176 W Putnam Ferry Rd, Woodstock, GA 30189",3,2,"2,300","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$493,500","161 Lakestone Pkwy, Woodstock, GA 30188",5,4,"3,160","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$325,000","100 Chestnut Hill Dr, Canton, GA 30114",4,3,"3,939",https://photos.zillowstatic.com/p_e/ISfsafltprti2u1000000000.jpg
"$233,500","903 Tamarisk Pl, Canton, GA 30114",Studio,--,"1,834",https://photos.zillowstatic.com/p_e/IS7ip1ey7l9q330000000000.jpg
"$310,000","425 Woodridge Ct, Canton, GA 30114",4,3,"2,126",https://photos.zillowstatic.com/p_e/IS37i1f70g0yes0000000000.jpg
"$273,095","183 Bryon Rd, Acworth, GA 30102",4,3,"1,979",https://photos.zillowstatic.com/p_e/IS3v8yc404o8mu0000000000.jpg
"$320,000","103 Caracas Dr, Woodstock, GA 30188",5,3,"2,557",https://photos.zillowstatic.com/p_e/ISb5e7227512gb0000000000.jpg
"$330,350","515 S Bound Ct, Acworth, GA 30102",4,3,"2,220",https://photos.zillowstatic.com/p_e/ISrhecxebbubh20000000000.jpg
"$328,000","1026 Deer Hollow Dr, Woodstock, GA 30189",4,3,"2,344",https://photos.zillowstatic.com/p_e/ISrhiv2fflhwfb0000000000.jpg
"$295,390","216 Ellis Ln, Woodstock, GA 30189",3,3,"1,974",https://photos.zillowstatic.com/p_e/ISfcejax814kef0000000000.jpg
"$559,900","1020 Hickory Woods Way, Canton, GA 30115",5,5,"4,878",https://photos.zillowstatic.com/p_e/ISjjia5vkvz32b1000000000.jpg
"$330,000","408 Puckett Creek Cir, Canton, GA 30114",4,4,"3,507","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$330,000","146 Manor Ln, Woodstock, GA 30188",4,3,"2,926","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$280,000","123 Kasey Dr, Woodstock, GA 30189",4,3,"2,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$306,850","165 Puckett Creek Dr, Canton, GA 30114",--,--,--,N/A
"$221,000","227 Oconee Way, Canton, GA 30114",3,3,"1,541","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
$1.26M,"10 Stone Creek Trl, Alpharetta, GA 30004",4,3,"6,505","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$319,000","505 Lake Front Dr, Canton, GA 30115",3,2,"1,704","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$321,000","279 Creek View Pl, Canton, GA 30114",4,3,"2,179","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$195,000","6552 Windsor Dr, Acworth, GA 30102",3,2,"1,461","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$195,000","157 Spring Way Sq, Canton, GA 30114",3,3,"1,758","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$365,000","129 Reunion Pl, Acworth, GA 30102",4,3,"3,148","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$400,500","717 Golden Farm Way, Canton, GA 30114",5,3,"3,157",N/A
"$234,000","602 Laurel Bnd, Canton, GA 30114",4,3,"1,859","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$321,000","279 Creek View Pl #22, Canton, GA 30114",4,3,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$155,000","188 Nolan Way LOT 7, Canton, GA 30115",2.54,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$223,000","138 Oakview Psge, Canton, GA 30114",3,3,"1,914","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$308,000","125 Saddlehorn Ct, Woodstock, GA 30188",5,5,"3,448","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$337,500","515 Chestnut Walk, Canton, GA 30114",5,4,"3,484","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$590,000","321 Lakebridge Xing, Canton, GA 30114",6,6,"6,582","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$236,000","1044 Braddock Cir, Woodstock, GA 30189",4,3,"1,860","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
